song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id
Der Kommissar,0ROtxObpdDA25o5DriPSOk,1979,49,337186,False,After The Fire,194g4SFwSSzyPtgkH7v3Cx
I Am The Wooden Doors,3F5h3W6HLDW4xyqs1xvfK2,2002,28,371200,False,Agalloch,3Meu28o8P5z9Zjm6NTGihT
Divisionary (Do The Right Thing),2NWxaKZ9Ln0fmHrjLz45oJ,2014-03-25,37,249557,False,Ages and Ages,3DozezNrsIE37kJJfHhS9M
Dorian,0ZilhIkx5dOgRSi7GdnKqp,2013-09-30,52,288334,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
Fuel to Fire,3fHDbOrSf2IQhLeKaShLS4,2013-09-30,54,329821,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
Golden Green,2HVex0KJj4n6bozzqYLBi6,2016-10-21,35,239703,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
Stone,2PjRKkS066X2viuHOeULov,2016-10-21,43,236602,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
Riverside,4vJ2nNBA6sxAUN5kLGPq3Q,2010-10-04,46,228546,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
September Song,2EuqgpA1cTC95AQUgCcZHk,2013-09-30,58,204331,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms
Give It to Me,1Y84lXBGSuri3tDPUkFwXT,2016-08-16,61,149524,False,Agust D,5RmQ8k4l3HZ8JoPb4mNsML
Danzones de Agustín Lara,5q0PyoP6LF7mC2rrlehERc,2018-05-27,9,176300,False,Agustí Fernández,2iI6nAkXJbWcL1mk8911He
Distrust,4oxBuMPLQxQYVPYOdCOG77,2016-06-30,39,213350,True,Ailbhe Reddy,1YQiMR5M12HJ28hkJz7qnn
Cold Water Music,4aY26H8RJQ6zcvovm85GVg,1999,47,344360,False,Aim,1ILwJ5zliBLMsRARQJjOMp
Save Me,0EqtsCvcDjEz6svFsaV5HN,1999-12-07,56,274493,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
One,5e7OZ8PyDJYQdGAiidCPad,1999-12-07,45,173653,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
Wise Up,0SpdCj83hKPcwTqNzUkWXr,2000-05-02,41,221870,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
Goose Snow Cone,24NbwTMfsr94HSKyMMd8LB,2017-03-31,35,215569,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
The Scientist (Live),7qma5VZZ9cgKyLFX0u0qdx,2003-12-09,20,259706,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
You Could Make A Killing,6SNL85ZHgi5FjmVsX48o9j,1999-01-01,35,215466,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk
La femme d'argent,3ZzhV6JIDKWvWR7wiKWD0C,1998-01-16,61,426614,False,Air,1P6U1dCeHxPui5pIrGmndZ
Making Love Out of Nothing at All,01MXkFA8sL7at6txavDErt,2018-02-02,70,341746,False,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW
Åsåm,2slgj8IIhBQDhD2lzWD0Tg,2018-11-23,7,210000,False,Akeron,58A2Df7H9n3ICbQHLvu8zT
Right Now (Na Na Na),1ARJhjuI6TNYZCxYygFQ4F,2008-01-01,67,240746,False,Akon,0z4gvV4rjIZ9wHck67ucSV
Woman,397Fgk4f6ULuDgVkwSNeAH,2017-10-06,42,208438,False,Akshin Alizadeh,6eBIpic8O1RW435sVsjYfy
Мало,0iZe6FpG6eZ0x4w9OAwubb,2001,39,195460,False,Akula,28YqmJDCsushOdmesc84MQ
Кислотный DJ,4XCLLIGrzkTUQGkePdlVZD,2001,38,235510,False,Akula,28YqmJDCsushOdmesc84MQ
Song of the South,2uX5f3x2cObov0iDAPln4o,1980,68,190800,False,Alabama,6rJqqRce0Kvo2dJUXoHleC
Dixieland Delight - Single Edit,6ZijsJ9Oh0xgOdY0O1xCWN,1980,61,236426,False,Alabama,6rJqqRce0Kvo2dJUXoHleC
Mountain Music,7BjmEKAVTnJNkRNaUzBy2K,2004-10-08,59,218613,False,Alabama,6rJqqRce0Kvo2dJUXoHleC
If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),4lDHpM8kYUjVScfD8nfQ7A,1980,57,212666,False,Alabama,6rJqqRce0Kvo2dJUXoHleC
Chattahoochee,59kHPbwyyCApYA8RQQEuXm,1992-10-09,73,148160,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS
Where I Come From,6ej1QJ8eIYmhsyTlvgDajy,2010-11-19,57,239240,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS
Little Bitty,2IY559smG7SXYk229NA2Vl,1996-09-30,67,158626,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS
Livin' On Love,26iYJEimPCE0ozDlpj0UFN,2010-11-19,59,228733,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS
Overture,1IvMhKEYofTzkDHXaOan1B,2017-03-10,45,185560,False,Alan Menken,5sy77gt4bfsLcSQ8GIe4ZZ
Farewell To Bucky,0oeFjttBPfv78XRkNNazRK,2011-01-01,23,169533,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA
Night At The Museum,1r8Qi1Q8V6l7hpZwmAJ1pL,2006-01-01,42,155826,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA
Faded,698ItKASDavgwZ3WjaWjtz,2018-12-14,79,212106,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN
The Spectre,2DGa7iaidT5s0qnINlwMjJ,2017-09-15,72,193787,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN
Sing Me to Sleep,1tfVpMI8G6EakZU4rEja4w,2018-12-14,66,187800,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN
Ironic - 2015 Remaster,1d6KS9GH06JAd19uiBy9IE,1995,72,230000,False,Alanis Morissette,6ogn9necmbUdCppmNnGOdi
Head over Feet - Live / Unplugged,0HxDXAUayBZXU8ZaWdBKyc,1999-11-12,51,262560,False,Alanis Morissette,6ogn9necmbUdCppmNnGOdi
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,1989-03-14,72,287440,False,Alannah Myles,6IYnSXO40Bh7Zdqhf6rQoj
In Transit,1Jte640nBiOWyuD7N0odNZ,2006,49,212680,False,Albert Hammond Jr,1Li0eIWeMeWcOOWpImcG9H
Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2018-11-16,84,169353,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov
If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,2018-11-16,75,181522,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov
1994,5Ys68FZdQFcFw7IgkANVoM,2018-11-16,57,184121,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov
Take Us Back,4eROoiEAswdNsn3bMQIfDt,2009-02-17,35,285240,False,Alela Diane,2QIHd0B2VIKlmLyoq4lUr7
The Other Side (Alessia Cara Version),5stBjr01wRUJa6BGqkxPD7,2017-04-14,43,199285,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
Scars To Your Beautiful,0wI7QkCcs8FUQE1OkXUIqd,2015-11-13,78,230240,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
River Of Tears,3ArYVrRb0lDBLzuJJqIXzC,2016-03-11,63,254506,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
Here,5zUQZjVB6bfewBXWqsP9PY,2015-11-13,67,199453,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
7 Days,6qVwzCWDC6Kiatl7v2it7D,2018-11-30,41,208680,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
REMEDY,6jreFSOTUAViWjKyzOC4Kg,2018-08-31,67,190295,False,Alesso,4AVFqumd2ogHFlRbKIjp1t
TIME,108r6pnZHStBIktpyyps9w,2019-03-08,47,166000,False,Alesso,4AVFqumd2ogHFlRbKIjp1t
Little Do You Know,1almCHdsfikRPfVB9VrEdT,2014-10-06,76,185200,False,Alex & Sierra,58MLl9nC29IXbE4nEtuoP2
Make Me Feel Better - Radio Edit,6bH162bE1m4KN3XHsvRwJD,2016-09-26,35,198395,False,Alex Adair,1mrrvBvbrm28iYaPlJ9mG5
The Child,43sGFmqBOGGUmCu51nEU6K,1999-01-01,45,274640,False,Alex Gopher,0ADS8B9CUYtbFLvjT99Ktw
Hiding tonight,0x47zt71IYykbt1ET933pJ,2011-03-15,45,186720,False,Alex Turner,1ctkBmvz80MGyi72Ix055S
Stuck on the puzzle,7w6QlKAOcNEnqRgrnJvQtr,2011-03-15,54,211053,False,Alex Turner,1ctkBmvz80MGyi72Ix055S
It's hard to get around the wind,1XYX4JnSULbKGCi5uSjeJy,2011-03-15,43,247013,False,Alex Turner,1ctkBmvz80MGyi72Ix055S
Mr. Saxobeat - Radio Edit,3SjD8uPu0wlhN4DDuKPQve,2021-03-29,41,195105,False,Alexandra Stan,0BmLNz4nSLfoWYW1cYsElL
Lily's Theme,3Ra4rkq1ExwPXwrPQeHBWg,2011-07-12,59,148813,False,Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0
Why Should I?,3INd0EixltbQ0p00RlKl8v,2018-12-09,13,236885,False,Alexi Blue,754qtlcOAFIdkFAjxuPk34
What I Wish for You,1B7R5WwmUxpnwO3fVRICMR,2018-10-14,13,223080,False,Alexi Blue,754qtlcOAFIdkFAjxuPk34
All My Days,3RPerpXuNznZbCuWYEBz5i,2006-06-06,59,297120,False,Alexi Murdoch,25mrbNwFzoqPWyYXLhiDRw
Love Me Now,6nxQdXa1uAL0rY72wPZu89,2016-12-02,64,210293,False,Alexia John,2ow6GgIzFOQprodH27PvHz
Be Mine,2o4T1vhu0kbTcKCGxFsSiw,2015-07-10,26,207133,False,Alice Boman,3WiytRnvoL0kT3oAGl9TCt
Waiting,4uVC8WydYHDmemPeYov9rZ,2014-06-03,38,184320,False,Alice Boman,3WiytRnvoL0kT3oAGl9TCt
Better Off Alone,5XVjNRubJUW0iPhhSWpLCj,2000-10-01,71,214883,False,Alice Deejay,2tbvDi9eXf9XXp06LupkED
Would?,5sFDReWLrZHLFZFjHsjUTS,1992-09-29,72,206773,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL
No Excuses,4PtZE0h5oyPhCtPjg3NeYQ,1994,63,255573,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL
Man in the Box,6gZVQvQZOFpzIy3HblJ20F,1990-08-01,75,285200,True,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL
"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",2yBAPa9HZj3P2szSaaj4k1,1996-07-29,56,346026,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL
Rooster,0wvIGFIgbyz4JNwQhZgTv2,1992-09-29,70,374333,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL
Girl on Fire,4esOae7i4rqTbAu9o5Pxco,2012-11-18,77,224920,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,2009-12-15,72,216480,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
No One,6IwKcFdiRQZOWeYNhUiWIv,2007-11-09,78,253813,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,79,228706,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
Un-thinkable (I'm Ready),4JOP8ELK6AaeySe7sKe996,2009-12-15,64,249240,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,2016-05-20,68,235946,False,Alissa Ariana,5OFUXCyUfBUpLWIpXwH0lb
Children Of The Revolution,3P4uUs9X0cPw7rf37NTndV,1972-09-08,44,150186,False,All Star Tribute Band,1AhwA1BRY5gQMBkJtNCtuC
"Dear Maria, Count Me In",0JJP0IS4w0fJx01EcrfkDe,2007-09-25,77,182826,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
The Reckless And The Brave,2oiPju78ZfnBRePyM95iq6,2012-10-09,46,199491,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Backseat Serenade,47eL0bckn5g3k5VBwgu969,2012-10-09,58,201075,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
For Baltimore,6kYGBXtrbXtl1vcbmD1bWG,2012-10-09,42,188992,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Paint You Wings,5WHACgW5H1aCA2FXILZt8D,2012-10-09,40,220037,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
"Oh, Calamity!",02Yrhsjo8H8UkjOm0kr7ca,2013-09-30,47,226328,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
For Baltimore (Acoustic),0uG7aO1e59rc83mD93ZE6C,2013-09-30,35,209359,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Somewhere In Neverland (Acoustic),5CVXM0oPrmzZykiMP6FMr5,2013-09-30,39,220598,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
The Reckless and the Brave (Acoustic),4gWBr7M8BcD1GkddMEMVIN,2013-09-30,33,217506,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Backseat Serenade (Acoustic),1cyp7q6L1RMbACJVr01DWU,2013-09-30,39,194810,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Therapy,371Tb0eNfpjpSqggjcLv8c,2009-07-07,59,224200,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo
Catamaran,4H0KLsPpr5atperrHGfz3x,2012-10-28,56,212986,False,Allah-Las,2yDodJUwXfdHzg4crwslUp
Bad Ideas,0uNU2DnGjyjzqeaK3z5rSi,2016-07-15,54,166213,False,Alle Farben,61ipISvUVa5LkJlKZnm3Oo
Unaware,5pF6yJ6UGGxeOhCkzRliSR,2012-06-26,47,349493,False,Allen Stone,536osqBGKzeozje8BfcGsa
Paper Love,2QffgsYVZkvMQsZmQdgf2L,2017-06-09,53,197673,False,Allie X,0wnYgCeP013HkKoOyC5V32
Kid Wonder,3UlnJciJMXFgnIubWkoghm,2018-09-07,35,167952,False,Allie X,0wnYgCeP013HkKoOyC5V32
Ramblin' Man,5cfYurP1XKldMBtvBBJiTs,1989-06-20,69,288506,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR
Midnight Rider,1hHGUdFaiJHw9hVZGJWYO2,1970-09-18,72,180066,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR
"Mountain Jam (Theme From “First There Is A Mountain”) - Live At The Fillmore East, March 12 & 13, 1971",5CahDIpRZSLStfqNdznMoE,1972-02-12,36,2023315,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR
I Need A Dollar,3oUphdZVPyrsprZ8FgbmQS,2010-09-28,66,243053,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl
King Is Born,42oDlc0uKug0m43EKnqqJV,2017-07-11,45,191070,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl
The Man,2stPxcgjdSImK7Gizl8ZUN,2014-01-01,58,254880,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl
Brooklyn In The Summer,5bTysxqGHXdSGiZVgljzCY,2018-05-11,56,208214,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl
Wake Me Up - Acoustic,5axBwqXk8lLdtdc1tLCNPn,2014-01-01,46,225106,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl
Into the Stars,0KJ8KUtKf4BcfPDDpwpHOC,2001,25,260746,False,Alphawezen,6cBl12xCyM4cyzimUVGHZl
Gun Song,2A7eLgtL4yqk34WjSyzcPy,2007-10-30,32,195240,False,Alphawezen,6cBl12xCyM4cyzimUVGHZl
Taro,4tmwiN9YU7xMjh2hoqcVuI,2012-09-18,56,305980,False,Alternative Jazz Lounge,0MVmK9MJxpskVkd0MbJ7HL
"Archie, Marry Me",5HLes17mwCwKt81mi0Tk35,2014-07-22,62,196560,False,Alvvays,3kzwYV3OCB010YfXMF0Avt
Potential Breakup Song,11dxtPJKR4E0wlSr0A0t47,2007-01-01,69,219773,False,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i
Like Whoa,44e84JcEUfOs9cNGu8nwU5,2007-01-01,55,150826,False,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i
"Gravity Wall (From ""Re:Creators"")",7LghJkyRhaNo3a4LOgoltu,2018-04-03,31,221538,False,AmaLee,4sf4DrAOkheqktxTyKm7tO
Little House,1pG0MqQzGMalMl5T8byNIv,2010-01-01,34,204373,False,Amanda Seyfried,5RZjpmuD14JKXvB8Ry1G1u
I Have A Dream - From 'Mamma Mia!' Original Motion Picture Soundtrack,77bIDfQElFrLQjp2ZdTaam,2008-01-01,61,262373,False,Amanda Seyfried,5RZjpmuD14JKXvB8Ry1G1u
I Want to Know What Love Is,3HszEQiMdPTNcglWcnMGk3,2016-03-23,44,246999,False,Amason,4cJKxS7uOPhwb5UQ70sYpN
Come Home,64rMTX1i830wWSiHeLkFC9,2013-03-19,12,171625,False,Amatorski,2EhKugPFLPLqUSXDfTffEm
Noah,5nkSkMyWeIKrDeRNOYOYFT,2015-04-20,39,234093,False,Amber Run,0MmnmsAuQKRFpo6vJElcaU
Relaxing Rain and Thunderstorm,7sf5OBXs8RudV2XQLBOX5d,2011-05-08,46,1943459,False,Ambi Nature Sounds,1iUPzeS16C6LDSU7bxswGC
Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,80,194240,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
Pride,1aGECHpgySxBAcLBBMyxlC,2016-07-01,48,191280,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
Believer,64ybTt8CKxPdeXBNnu08Op,2014-01-01,53,183893,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
What We Live For,1KgZOCjN3nGRTk3c87oIj6,2016-07-01,57,178560,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
Love,63jtv6OVPH2SPb03icmiVo,2014-01-01,36,198280,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
Luck,4gHD93RNqEhEh2NkYzl3x6,2014-01-01,51,220693,False,American Authors,0MlOPi3zIDMVrfA9R04Fe3
Youth,4AmcmraFjVzFb9SQDNTRyl,2013-01-01,62,253013,False,American Daughters,1x8Vegg9Q0WsuvRG7M2iJW
Never Meant,51R5mPcJjOnfv9lKY1u5sW,1999,59,268333,False,American Football,5FwydyGVcsQllnM4xM6jw4
Caroline,5hTpBe8h35rJ67eAWHQsJx,2017-07-28,74,209640,True,Aminé,3Gm5F95VdRxW3mqCn8RPBJ
As Loke Falls,3HzBawJeXBjSTwhr38Zn1D,2013-06-25,44,278760,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
The Pursuit Of Vikings,0sObxZUKqdPfgjG9ahSlP5,2004,57,270253,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
First Kill,7wVdKwd0CZkzLT2cRcTSqz,2016-03-25,43,261399,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
At Dawn's First Light,4jdtTRrU1PAkCOw5JY6m25,2016-03-25,38,230746,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
Guardians Of Asgaard,2DR9AzDhYeStkHupvU08FC,2008-09-30,58,263160,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
Runes To My Memory,5TiDg5EpGO1jWpvn6dRK40,2006-10-03,43,272693,False,Amon Amarth,3pulcT2wt7FEG10lQlqDJL
"Keep It Loose, Keep It Tight",69dDr3w8IIcOGKwlW5XntT,2005-01-01,56,188080,False,Amos Lee,0QrowybipCKUDnq5y10PD2
"That's How You Know - From ""Enchanted""/Soundtrack Version",1OzSfjFW08DTD51XoNnog7,2007-01-01,59,228960,False,Amy Adams,1gkcZQArk5rV8uBwG8y5FX
Find A Way,0szU1fWxpXgr47uB6ezphl,1985,24,208400,False,Amy Grant,72Nhcx7prNk2ZCxhx0Y5es
This Is The Life,2T3jgoAMbBXiMMD8pSc6QL,2007-01-01,74,184413,False,Amy Macdonald,1hJuGCUpefX24GFmss9bjH
Rehab,3N4DI1vuTSX1tz7fa2NQZw,2006,73,214946,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Back To Black,3FAclTFfvUuQYnEsptbK8w,2006,78,241293,True,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Intro / Stronger Than Me,6vbTAW1FJU1mbUrI6croJW,2003-10-20,37,234111,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
You Sent Me Flying / Cherry,2Zrnqh5nA5lYeiehF23Nu7,2003-10-20,38,410760,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Know You Now - Live At The Leicester Summer Sundae / 2004,3NiKAPhnUU2OW9idi7xBRu,2021-05-07,37,235266,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Take The Box - Live From The Mercury Prize Awards / 2004,4PnPQJmXamSFwxoamRuIae,2021-05-07,42,230480,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
You Know I'm No Good,0DMRKqrpd0QO4RWiEdMib0,2006,72,257186,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
He Can Only Hold Her,3eVo0wD4kGwF3gshtecZso,2006,63,166400,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Our Day Will Come,4NDpn6yfD5aqafYWFEaJDz,2011-01-01,63,169373,False,Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Left Outside Alone,3xl7PsO7Hzuig6To9FgDm6,2004,65,257426,False,Anastacia,2siHvYaxjaW5rKVRiIrMYH
Rise Up,0tV8pOpiNsKqUys0ilUcXz,2015-08-28,73,253342,False,Andra Day,1c4rxrxy8eDLvMVL1DTiBe
99 Red Ballons,6SoHjiKcWUlP4AELVVnIiW,2013-12-20,18,233453,False,Andrea Grey,4xGRWESQXOyZVeFKUVZYHb
Make It Without You,6jI7y83WjuyBne9b3IvdSs,2010-02-23,50,272612,False,Andrew Belle,3UAk61T8PItbpgEi9u7ofY
Pulaski at Night,3v6NuKeDbFbaq1lNjw3XtR,2013-11-12,52,289093,False,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9
Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,2014-10-14,62,223879,False,Andrew McMahon in the Wilderness,716ZwtZBmwROBXcFmCzfdM
Driving Through A Dream,5KBzsk9l1wAsIMynsc9e7O,2014-10-14,27,251368,False,Andrew McMahon in the Wilderness,716ZwtZBmwROBXcFmCzfdM
Keep Your Head Up,4Jz4bjXeiF2SXVj9P4YfY5,2011-06-14,71,189933,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
Fresh Eyes,5NDUXbMwcnTQp66tI2zcdR,2017-12-01,67,198001,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
"Honey, I'm Good.",4MflGTO2ZTcSQ12bWcyRgI,2014-08-05,73,199263,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
Smoke Clears,1likxiGuFOCkY2WtGbHj3F,2017-12-01,55,177925,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
All Time Low (Cover) - Recorded at Spotify Studios NYC,2xO3PQAgN8EoCa5v6ArSDD,2017-03-01,42,185980,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
Fine By Me,4wTChU0tU44TAMC0xcQizi,2011-06-14,65,172893,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
Back Home,07HeFSqsEGq4eWyerDrW1a,2014-08-05,62,199112,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
Good To Be Alive (Hallelujah),3gHc5XTAywdFQUsHS6DD7G,2015-11-20,60,189098,False,Andy Grammer,2oX42qP5ineK3hrhBECLmj
You Can't Stop Me,3E5R61s1v3K6Us4QXKXE5r,2014-01-28,61,239961,False,Andy Mineo,1TMrnxBwZfmfRxsGzkNIHw
It's the Most Wonderful Time of the Year,5hslUAKq9I9CG2bAulFkHN,1963-11-24,53,151933,False,Andy Williams,4sj6D0zlMOl25nprDJBiU9
Happy Holiday / The Holiday Season,3sDdyBHQ60Cs1opmIyRvhp,1963-11-24,44,156866,False,Andy Williams,4sj6D0zlMOl25nprDJBiU9
Big In Japan,7lhqX9jwTQchUhC5lEOnzK,2008,54,189853,False,Ane Brun,2L3kwZFd16zjHz9a5kEPAm
Twin Peaks Theme - Instrumental,7FO7BolIZsl1o8DDSjeOph,1990-09-07,52,310013,False,Angelo Badalamenti,3Eeb1U0VJTDaFpBHV4DmHl
Big Jet Plane - Radio Edit,6YZBCmY8kYvlFCYC23pHMd,2011-04-05,44,223453,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Draw Your Swords,0m6DFmtVCFmtAEdkO9KqUK,2010-03-30,44,395613,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Grizzly Bear,0IJ1ijo3uoJzy6ZE5wxJio,2014-08-01,54,248520,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Paper Aeroplane,3XcvrvOCfSvK0mm6nOTw6d,2009,49,223746,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
The Beast,2Kr1TpyRox4H0cFNcpTsVC,2009,31,232706,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Wasted,37anbFIsjFBmWeXCNGALj3,2009,29,225746,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Just a Boy,3R8KeqkoBJT9u0co2G1R6W,2009,45,241226,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
My Malakai,4z3KON1pOINFAuq8LwUs9W,2008-12-30,15,186280,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Stranger,1v2xVCo3jFWWvVfyV1E22X,2008-09-30,17,251693,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Jewels and Gold,4ZdtYcA8sHzcqaUnQeCfDF,2009,24,265386,False,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr
Hole in My Heart,6FNH6fyRPLGYYvWNAUTPz7,2015-10-02,27,169359,False,Angus Powell,2SWjKSdvZK4SKu0m6LcMtl
Bundy,18FZroh5YcRCFDMEh65l08,2005-09-05,43,226480,False,Animal Alpha,2D33pq4ECo3gsLbRt3eeo6
Obsession,3N7GqZMpZJW69Te1bfUTc3,1996-01-01,56,337266,False,Animotion,6eQHjJJa52LUGjBKP5UPos
Bang,1Cml3fnCNLZUC1EEtkcgVb,2015-10-13,56,190280,False,Anitta,7FNnA9vBm6EKceENgCGRMb
Breathe (2 AM),5auMzVHFr5Zfw6IbKarZ56,2005,64,279826,False,Anna Nalick,4LoM3lMauQ540MW9QiyIcR
Fire,5mvLxXcwhadqp6OJ4mRb3v,2017-09-08,28,165493,False,Anna of the North,1mSJCvDX0W7Dn7S9C6vmvI
Moving On,5sZjL6QZ7yfaXOmgJI1r7u,2017-09-08,31,281880,False,Anna of the North,1mSJCvDX0W7Dn7S9C6vmvI
2002,2BgEsaKNfHUdlh97KmvFyo,2018-04-27,82,186986,False,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Alarm,572xshmOviSGH70oPYMCZV,2018-04-27,60,205593,True,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Ciao Adios,01BC4Xj5tfsfV8DLDrma7q,2018-04-27,65,199773,False,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,1992-04-02,68,253295,False,Annie Lennox,5MspMQqdVbdwP6ax3GXqum
